"County, State",Type,Value
"Saint John the Baptist, LA",HousPrices,159000.0
"Orleans, LA",HousPrices,319000.0
"De Soto, LA",HousPrices,289500.0
"Pointe Coupee, LA",HousPrices,266895.0
"Ouachita, LA",HousPrices,213900.0
"Rapides, LA",HousPrices,189900.0
"Jefferson Davis, LA",HousPrices,164450.0
"West Baton Rouge, LA",HousPrices,227950.0
"Iberville, LA",HousPrices,195500.0
"Richland, LA",HousPrices,160450.0
"East Baton Rouge, LA",HousPrices,230000.0
"Lafayette, LA",HousPrices,214500.0
"Evangeline, LA",HousPrices,99000.0
"Plaquemines, LA",HousPrices,310000.0
"Saint Martin, LA",HousPrices,185000.0
"Sabine, LA",HousPrices,225000.0
"Ascension, LA",HousPrices,267000.0
"Bossier, LA",HousPrices,224900.0
"Essex, MA",HousPrices,484900.0
"Franklin, MA",HousPrices,244250.0
"Hampshire, MA",HousPrices,300000.0
"Hampden, MA",HousPrices,229000.0
"Dukes, MA",HousPrices,1500000.0
"Middlesex, MA",HousPrices,589900.0
"Plymouth, MA",HousPrices,450000.0
"Norfolk, MA",HousPrices,560000.0
"Worcester, MA",HousPrices,329000.0
"Berkshire, MA",HousPrices,317500.0
"Barnstable, MA",HousPrices,519000.0
"Bristol, MA",HousPrices,349900.0
"Suffolk, MA",HousPrices,699900.0
"Prince Georges, MD",HousPrices,320000.0
"Carroll, MD",HousPrices,384900.0
"Harford, MD",HousPrices,318000.0
"Dorchester, MD",HousPrices,224900.0
"Kent, MD",HousPrices,275000.0
"Queen Annes, MD",HousPrices,419999.0
"Baltimore, MD",HousPrices,269900.0
"Montgomery, MD",HousPrices,514900.0
"Wicomico, MD",HousPrices,204400.0
"Caroline, MD",HousPrices,219900.0
"Garrett, MD",HousPrices,326950.0
"Worcester, MD",HousPrices,319000.0
"Calvert, MD",HousPrices,369897.5
"Frederick, MD",HousPrices,370000.0
"Baltimore City, MD",HousPrices,160000.0
"Anne Arundel, MD",HousPrices,399215.0
"Howard, MD",HousPrices,524900.0
"Somerset, MD",HousPrices,159900.0
"Washington, MD",HousPrices,225000.0
"Charles, MD",HousPrices,333000.0
"Talbot, MD",HousPrices,467000.0
"Allegany, MD",HousPrices,104900.0
"Saint Marys, MD",HousPrices,305000.0
"Cecil, MD",HousPrices,289000.0
"Androscoggin, ME",HousPrices,189900.0
"Franklin, ME",HousPrices,219950.0
"Kennebec, ME",HousPrices,199900.0
"Piscataquis, ME",HousPrices,145000.0
"Lincoln, ME",HousPrices,325000.0
"Hancock, ME",HousPrices,339000.0
"Waldo, ME",HousPrices,249900.0
"Cumberland, ME",HousPrices,359900.0
"Penobscot, ME",HousPrices,169250.0
"Knox, ME",HousPrices,299000.0
"Aroostook, ME",HousPrices,110000.0
"Somerset, ME",HousPrices,139900.0
"Oxford, ME",HousPrices,199000.0
"Sagadahoc, ME",HousPrices,289900.0
"Washington, ME",HousPrices,159900.0
"York, ME",HousPrices,339900.0
"Baraga, MI",HousPrices,129950.0
"Branch, MI",HousPrices,139900.0
"Eaton, MI",HousPrices,184900.0
"Livingston, MI",HousPrices,292000.0
"Otsego, MI",HousPrices,159500.0
"Washtenaw, MI",HousPrices,328495.0
"Houghton, MI",HousPrices,126750.0
"Bay, MI",HousPrices,105000.0
"Huron, MI",HousPrices,119900.0
"Missaukee, MI",HousPrices,149900.0
"Charlevoix, MI",HousPrices,279000.0
"Ionia, MI",HousPrices,149000.0
"Kalkaska, MI",HousPrices,149900.0
"Clare, MI",HousPrices,79900.0
"Menominee, MI",HousPrices,119900.0
"Monroe, MI",HousPrices,169900.0
"Crawford, MI",HousPrices,129000.0
"Kalamazoo, MI",HousPrices,215000.0
"Alger, MI",HousPrices,145000.0
"Grand Traverse, MI",HousPrices,279900.0
"Hillsdale, MI",HousPrices,158000.0
"Cheboygan, MI",HousPrices,149000.0
"Dickinson, MI",HousPrices,109900.0
"Kent, MI",HousPrices,259400.0
"Emmet, MI",HousPrices,249000.0
"Lapeer, MI",HousPrices,224850.0
"Oscoda, MI",HousPrices,79900.0
"Marquette, MI",HousPrices,175000.0
"Benzie, MI",HousPrices,242000.0
"Macomb, MI",HousPrices,184999.0
"Delta, MI",HousPrices,115000.0
"Berrien, MI",HousPrices,252000.0
"Ingham, MI",HousPrices,134900.0
"Alcona, MI",HousPrices,129900.0
"Calhoun, MI",HousPrices,144123.0
"Newaygo, MI",HousPrices,165000.0
"Allegan, MI",HousPrices,265000.0
"Midland, MI",HousPrices,159000.0
"Wexford, MI",HousPrices,144900.0
"Iosco, MI",HousPrices,129000.0
"Oceana, MI",HousPrices,176500.0
"Osceola, MI",HousPrices,120000.0
"Schoolcraft, MI",HousPrices,125000.0
"Ottawa, MI",HousPrices,289900.0
"Chippewa, MI",HousPrices,124950.0
"Saint Joseph, MI",HousPrices,159600.0
"Montmorency, MI",HousPrices,102000.0
"Clinton, MI",HousPrices,235000.0
"Iron, MI",HousPrices,115000.0
"Alpena, MI",HousPrices,115000.0
"Wayne, MI",HousPrices,119000.0
"Barry, MI",HousPrices,219000.0
"Genesee, MI",HousPrices,159900.0
"Gratiot, MI",HousPrices,112700.0
"Van Buren, MI",HousPrices,224000.0
"Saint Clair, MI",HousPrices,179900.0
"Saginaw, MI",HousPrices,110900.0
"Oakland, MI",HousPrices,299999.0
"Arenac, MI",HousPrices,109900.0
"Tuscola, MI",HousPrices,119900.0
"Lake, MI",HousPrices,99900.0
"Lenawee, MI",HousPrices,159900.0
"Mason, MI",HousPrices,159900.0
"Presque Isle, MI",HousPrices,129000.0
"Muskegon, MI",HousPrices,163400.0
"Roscommon, MI",HousPrices,119900.0
"Manistee, MI",HousPrices,164750.0
"Ogemaw, MI",HousPrices,130000.0
"Mackinac, MI",HousPrices,155900.0
"Gladwin, MI",HousPrices,124900.0
"Sanilac, MI",HousPrices,131900.0
"Mecosta, MI",HousPrices,169900.0
"Shiawassee, MI",HousPrices,133011.5
"Isabella, MI",HousPrices,144900.0
"Cass, MI",HousPrices,199900.0
"Jackson, MI",HousPrices,146000.0
"Leelanau, MI",HousPrices,388250.0
"Montcalm, MI",HousPrices,159450.0
"Roseau, MN",HousPrices,144900.0
"Faribault, MN",HousPrices,99450.0
"Goodhue, MN",HousPrices,235000.0
"Sherburne, MN",HousPrices,279000.0
"Redwood, MN",HousPrices,95000.0
"Sibley, MN",HousPrices,161950.0
"Carver, MN",HousPrices,384445.0
"Carlton, MN",HousPrices,194900.0
"Beltrami, MN",HousPrices,213900.0
"Saint Louis, MN",HousPrices,209925.0
"Yellow Medicine, MN",HousPrices,122000.0
"Scott, MN",HousPrices,370995.0
"Aitkin, MN",HousPrices,198750.0
"Washington, MN",HousPrices,379900.0
"Isanti, MN",HousPrices,249000.0
"Fillmore, MN",HousPrices,169900.0
"Benton, MN",HousPrices,214950.0
"Anoka, MN",HousPrices,289900.0
"Kanabec, MN",HousPrices,174950.0
"McLeod, MN",HousPrices,189900.0
"Jackson, MN",HousPrices,129900.0
"Kandiyohi, MN",HousPrices,216888.0
"Meeker, MN",HousPrices,198390.0
"Morrison, MN",HousPrices,184900.0
"Marshall, MN",HousPrices,120000.0
"Wright, MN",HousPrices,299900.0
"Grant, MN",HousPrices,119500.0
"Douglas, MN",HousPrices,272400.0
"Hennepin, MN",HousPrices,349900.0
"Nicollet, MN",HousPrices,236250.0
"Itasca, MN",HousPrices,174900.0
"Nobles, MN",HousPrices,169900.0
"Steele, MN",HousPrices,179950.0
"Lac Qui Parle, MN",HousPrices,117200.0
"Olmsted, MN",HousPrices,269900.0
"Cook, MN",HousPrices,289450.0
"Hubbard, MN",HousPrices,234900.0
"Pennington, MN",HousPrices,147450.0
"Koochiching, MN",HousPrices,160000.0
"Ramsey, MN",HousPrices,254900.0
"Winona, MN",HousPrices,189700.0
"Le Sueur, MN",HousPrices,249001.0
"Polk, MN",HousPrices,190400.0
"Dakota, MN",HousPrices,319900.0
"Big Stone, MN",HousPrices,89700.0
"Crow Wing, MN",HousPrices,259000.0
"Cottonwood, MN",HousPrices,99700.0
"Houston, MN",HousPrices,223900.0
"Cass, MN",HousPrices,284900.0
"Clay, MN",HousPrices,225000.0
"Blue Earth, MN",HousPrices,234900.0
"Mille Lacs, MN",HousPrices,198900.0
"Pine, MN",HousPrices,199900.0
"Becker, MN",HousPrices,282500.0
"Dodge, MN",HousPrices,222450.0
"Wadena, MN",HousPrices,124900.0
"Stearns, MN",HousPrices,210000.0
"Lake, MN",HousPrices,179900.0
"Otter Tail, MN",HousPrices,229900.0
"Chisago, MN",HousPrices,299450.0
"Waseca, MN",HousPrices,162450.0
"Rice, MN",HousPrices,269900.0
"Murray, MN",HousPrices,149900.0
"Dallas, MO",HousPrices,139950.0
"Cape Girardeau, MO",HousPrices,180000.0
"Dent, MO",HousPrices,125250.0
"Cass, MO",HousPrices,234900.0
"Wayne, MO",HousPrices,105250.0
"Nodaway, MO",HousPrices,135000.0
"Douglas, MO",HousPrices,186450.0
"Ralls, MO",HousPrices,186000.0
"Sainte Genevieve, MO",HousPrices,138450.0
"Macon, MO",HousPrices,147500.0
"Marion, MO",HousPrices,144950.0
"Crawford, MO",HousPrices,149500.0
"Pettis, MO",HousPrices,139500.0
"Christian, MO",HousPrices,230000.0
"Johnson, MO",HousPrices,183500.0
"Cole, MO",HousPrices,178950.0
"Henry, MO",HousPrices,108000.0
"Newton, MO",HousPrices,166500.0
"Putnam, MO",HousPrices,89900.0
"Madison, MO",HousPrices,129900.0
"Bollinger, MO",HousPrices,134900.0
"Saint Francois, MO",HousPrices,144450.0
"Texas, MO",HousPrices,154900.0
"Greene, MO",HousPrices,165450.0
"Ozark, MO",HousPrices,182700.0
"Benton, MO",HousPrices,149900.0
"Vernon, MO",HousPrices,134750.0
"Jasper, MO",HousPrices,170000.0
"Perry, MO",HousPrices,154999.0
"Adair, MO",HousPrices,119950.0
"Lawrence, MO",HousPrices,119979.5
"Audrain, MO",HousPrices,115750.0
"Wright, MO",HousPrices,154950.0
"Webster, MO",HousPrices,179900.0
"Saint Clair, MO",HousPrices,139500.0
"Boone, MO",HousPrices,226950.0
"Scott, MO",HousPrices,124900.0
"Jackson, MO",HousPrices,175000.0
"Lincoln, MO",HousPrices,179450.0
"Franklin, MO",HousPrices,190500.0
"Barry, MO",HousPrices,165000.0
"Laclede, MO",HousPrices,179700.0
"Howell, MO",HousPrices,144700.0
"Carroll, MO",HousPrices,86700.0
"Miller, MO",HousPrices,213000.0
"Clay, MO",HousPrices,239900.0
"Ray, MO",HousPrices,157000.0
"Callaway, MO",HousPrices,165000.0
"Saline, MO",HousPrices,106000.0
"Taney, MO",HousPrices,179700.0
"Gasconade, MO",HousPrices,160157.0
"Polk, MO",HousPrices,163450.0
"Dunklin, MO",HousPrices,109700.0
"Saint Charles, MO",HousPrices,274900.0
"Butler, MO",HousPrices,124900.0
"Cedar, MO",HousPrices,102250.0
"Clinton, MO",HousPrices,175000.0
"McDonald, MO",HousPrices,144250.0
"Saint Louis City, MO",HousPrices,157900.0
"Oregon, MO",HousPrices,97950.0
"Morgan, MO",HousPrices,200000.0
"Stone, MO",HousPrices,245000.0
"Camden, MO",HousPrices,259000.0
"Jefferson, MO",HousPrices,219900.0
"Bates, MO",HousPrices,170000.0
"Warren, MO",HousPrices,196750.0
"Phelps, MO",HousPrices,159900.0
"Ripley, MO",HousPrices,119000.0
"Iron, MO",HousPrices,107995.0
"Stoddard, MO",HousPrices,110000.0
"Platte, MO",HousPrices,319000.0
"Pulaski, MO",HousPrices,150000.0
"Buchanan, MO",HousPrices,119900.0
"Saint Louis, MO",HousPrices,219900.0
"Andrew, MO",HousPrices,210000.0
"Lee, MS",HousPrices,189900.0
"Pearl River, MS",HousPrices,175500.0
"Harrison, MS",HousPrices,199900.0
"Lauderdale, MS",HousPrices,148000.0
"Lowndes, MS",HousPrices,179900.0
"Grenada, MS",HousPrices,139000.0
"Pike, MS",HousPrices,124993.5
"DeSoto, MS",HousPrices,244500.0
"Clay, MS",HousPrices,135000.0
"Tippah, MS",HousPrices,149750.0
"Stone, MS",HousPrices,159900.0
"Warren, MS",HousPrices,135000.0
"Forrest, MS",HousPrices,146000.0
"Simpson, MS",HousPrices,140000.0
"Union, MS",HousPrices,179000.0
"Hinds, MS",HousPrices,149900.0
"Lincoln, MS",HousPrices,151950.0
"Washington, MS",HousPrices,107000.0
"Madison, MS",HousPrices,323200.0
"Rankin, MS",HousPrices,229700.0
"Alcorn, MS",HousPrices,163750.0
"Pontotoc, MS",HousPrices,185000.0
"Covington, MS",HousPrices,157000.0
"Neshoba, MS",HousPrices,113750.0
"Tishomingo, MS",HousPrices,167200.0
"Copiah, MS",HousPrices,141450.0
"Jones, MS",HousPrices,148191.5
"George, MS",HousPrices,158950.0
"Lamar, MS",HousPrices,219900.0
"Itawamba, MS",HousPrices,129950.0
"Winston, MS",HousPrices,99700.0
"Panola, MS",HousPrices,141000.0
"Jackson, MS",HousPrices,174900.0
"Marion, MS",HousPrices,139900.0
"Adams, MS",HousPrices,169000.0
"Jasper, MS",HousPrices,155000.0
"Oktibbeha, MS",HousPrices,249250.0
"Greene, MS",HousPrices,150000.0
"Leflore, MS",HousPrices,112000.0
"Lafayette, MS",HousPrices,265000.0
"Tate, MS",HousPrices,225894.0
"Hancock, MS",HousPrices,199000.0
"Mineral, MT",HousPrices,300000.0
"Lewis and Clark, MT",HousPrices,289900.0
"Missoula, MT",HousPrices,365000.0
"Richland, MT",HousPrices,257485.0
"Big Horn, MT",HousPrices,165450.0
"Phillips, MT",HousPrices,159000.0
"Yellowstone, MT",HousPrices,254900.0
"Hill, MT",HousPrices,189000.0
"Lincoln, MT",HousPrices,319000.0
"Gallatin, MT",HousPrices,460000.0
"Broadwater, MT",HousPrices,299999.0
"Lake, MT",HousPrices,424500.0
"Silver Bow, MT",HousPrices,176000.0
"Stillwater, MT",HousPrices,347450.0
"Rosebud, MT",HousPrices,145000.0
"Sheridan, MT",HousPrices,125000.0
"Toole, MT",HousPrices,135000.0
"Jefferson, MT",HousPrices,347200.0
"Powell, MT",HousPrices,210000.0
"Beaverhead, MT",HousPrices,295000.0
"Dawson, MT",HousPrices,160000.0
"Park, MT",HousPrices,397000.0
"Carbon, MT",HousPrices,395000.0
"Pondera, MT",HousPrices,148600.0
"Sanders, MT",HousPrices,320000.0
"Glacier, MT",HousPrices,104900.0
"Flathead, MT",HousPrices,419000.0
"Valley, MT",HousPrices,195000.0
"Ravalli, MT",HousPrices,380000.0
"Custer, MT",HousPrices,170000.0
"Granite, MT",HousPrices,349000.0
"Cascade, MT",HousPrices,216500.0
"Fergus, MT",HousPrices,219000.0
"Sweet Grass, MT",HousPrices,399000.0
"Madison, MT",HousPrices,589000.0
"Deer Lodge, MT",HousPrices,159000.0
"Cumberland, NC",HousPrices,163000.0
"Polk, NC",HousPrices,350000.0
"Transylvania, NC",HousPrices,389900.0
"Forsyth, NC",HousPrices,217500.0
"Hyde, NC",HousPrices,350000.0
"Macon, NC",HousPrices,302500.0
"Wake, NC",HousPrices,350165.0
"Dare, NC",HousPrices,445000.0
"Mecklenburg, NC",HousPrices,315000.0
"Guilford, NC",HousPrices,209400.0
"Warren, NC",HousPrices,224225.0
"Cherokee, NC",HousPrices,184900.0
"Bladen, NC",HousPrices,199000.0
"Avery, NC",HousPrices,314450.0
"Currituck, NC",HousPrices,379900.0
"Yancey, NC",HousPrices,295000.0
"Ashe, NC",HousPrices,274450.0
"Madison, NC",HousPrices,329000.0
"Scotland, NC",HousPrices,127449.5
"Bertie, NC",HousPrices,59000.0
"Franklin, NC",HousPrices,260000.0
"Edgecombe, NC",HousPrices,75000.0
"Perquimans, NC",HousPrices,265000.0
"Lee, NC",HousPrices,192250.0
"Columbus, NC",HousPrices,137000.0
"Haywood, NC",HousPrices,283500.0
"Washington, NC",HousPrices,87000.0
"Lenoir, NC",HousPrices,110000.0
"Davidson, NC",HousPrices,198000.0
"Granville, NC",HousPrices,277740.0
"Brunswick, NC",HousPrices,299900.0
"Pamlico, NC",HousPrices,269250.0
"Mitchell, NC",HousPrices,235000.0
"Stanly, NC",HousPrices,235450.0
"Vance, NC",HousPrices,161450.0
"Buncombe, NC",HousPrices,379000.0
"Nash, NC",HousPrices,165000.0
"Davie, NC",HousPrices,245000.0
"Pitt, NC",HousPrices,189900.0
"Johnston, NC",HousPrices,259900.0
"Cleveland, NC",HousPrices,119900.0
"Henderson, NC",HousPrices,350000.0
"Camden, NC",HousPrices,289000.0
"Chowan, NC",HousPrices,228999.5
"Union, NC",HousPrices,335700.0
"McDowell, NC",HousPrices,260000.0
"Richmond, NC",HousPrices,119700.0
"Hoke, NC",HousPrices,208750.0
"Stokes, NC",HousPrices,189700.0
"Gaston, NC",HousPrices,230000.0
"Sampson, NC",HousPrices,187450.0
"Craven, NC",HousPrices,207900.0
"Wayne, NC",HousPrices,161900.0
"Watauga, NC",HousPrices,384900.0
"Swain, NC",HousPrices,239500.0
"Pender, NC",HousPrices,317610.0
"Cabarrus, NC",HousPrices,289990.0
"Onslow, NC",HousPrices,189900.0
"Halifax, NC",HousPrices,122500.0
"Caldwell, NC",HousPrices,199999.0
"Beaufort, NC",HousPrices,247000.0
"Chatham, NC",HousPrices,460000.0
"New Hanover, NC",HousPrices,315000.0
"Robeson, NC",HousPrices,120000.0
"Lincoln, NC",HousPrices,325000.0
"Randolph, NC",HousPrices,184900.0
"Alleghany, NC",HousPrices,237000.0
"Iredell, NC",HousPrices,303930.0
"Orange, NC",HousPrices,420000.0
"Moore, NC",HousPrices,300000.0
"Person, NC",HousPrices,237300.0
"Surry, NC",HousPrices,155000.0
"Burke, NC",HousPrices,199500.0
"Durham, NC",HousPrices,290000.0
"Wilkes, NC",HousPrices,197400.0
"Alamance, NC",HousPrices,215995.0
"Clay, NC",HousPrices,265000.0
"Catawba, NC",HousPrices,239500.0
"Pasquotank, NC",HousPrices,199500.0
"Graham, NC",HousPrices,250000.0
"Rockingham, NC",HousPrices,139900.0
"Jackson, NC",HousPrices,399000.0
"Carteret, NC",HousPrices,319800.0
"Rutherford, NC",HousPrices,253500.0
"Rowan, NC",HousPrices,196900.0
"Yadkin, NC",HousPrices,160000.0
"Harnett, NC",HousPrices,223900.0
"Wilson, NC",HousPrices,164900.0
"Alexander, NC",HousPrices,237500.0
"Mountrail, ND",HousPrices,188500.0
"Stark, ND",HousPrices,249900.0
"Stutsman, ND",HousPrices,179900.0
"McKenzie, ND",HousPrices,314827.0
"Barnes, ND",HousPrices,174900.0
"Burleigh, ND",HousPrices,289000.0
"Bottineau, ND",HousPrices,177400.0
"Mercer, ND",HousPrices,173450.0
"Williams, ND",HousPrices,289900.0
"Ramsey, ND",HousPrices,169950.0
"McLean, ND",HousPrices,199450.0
"Morton, ND",HousPrices,224900.0
"Ward, ND",HousPrices,209000.0
"Cass, ND",HousPrices,245000.0
"Grand Forks, ND",HousPrices,232000.0
"Cedar, NE",HousPrices,144750.0
"Holt, NE",HousPrices,119500.0
"Buffalo, NE",HousPrices,222000.0
"Douglas, NE",HousPrices,245000.0
"Keith, NE",HousPrices,187250.0
"Red Willow, NE",HousPrices,138000.0
"Cheyenne, NE",HousPrices,123000.0
"Dawson, NE",HousPrices,145000.0
"Platte, NE",HousPrices,195000.0
"Washington, NE",HousPrices,257250.0
"Cass, NE",HousPrices,250000.0
"Hall, NE",HousPrices,189900.0
"Gage, NE",HousPrices,149000.0
"Scotts Bluff, NE",HousPrices,159900.0
"Sarpy, NE",HousPrices,280000.0
"York, NE",HousPrices,155000.0
"Kearney, NE",HousPrices,192400.0
"Seward, NE",HousPrices,190000.0
"Lincoln, NE",HousPrices,168000.0
"Dakota, NE",HousPrices,149950.0
"Lancaster, NE",HousPrices,249900.0
"Madison, NE",HousPrices,213000.0
"Dodge, NE",HousPrices,164950.0
"Coos, NH",HousPrices,136500.0
"Sullivan, NH",HousPrices,229000.0
"Hillsborough, NH",HousPrices,319900.0
"Strafford, NH",HousPrices,295000.0
"Merrimack, NH",HousPrices,289900.0
"Grafton, NH",HousPrices,249000.0
"Rockingham, NH",HousPrices,413400.0
"Carroll, NH",HousPrices,284450.0
"Belknap, NH",HousPrices,309450.0
"Cheshire, NH",HousPrices,243750.0
"Passaic, NJ",HousPrices,349000.0
"Union, NJ",HousPrices,379900.0
"Middlesex, NJ",HousPrices,349900.0
"Hunterdon, NJ",HousPrices,449990.0
"Bergen, NJ",HousPrices,579000.0
"Mercer, NJ",HousPrices,279000.0
"Cumberland, NJ",HousPrices,139000.0
"Sussex, NJ",HousPrices,264900.0
"Warren, NJ",HousPrices,249000.0
"Hudson, NJ",HousPrices,531900.0
"Ocean, NJ",HousPrices,314999.0
"Monmouth, NJ",HousPrices,495000.0
"Cape May, NJ",HousPrices,439900.0
"Essex, NJ",HousPrices,365000.0
"Atlantic, NJ",HousPrices,224800.0
"Gloucester, NJ",HousPrices,195000.0
"Burlington, NJ",HousPrices,239000.0
"Somerset, NJ",HousPrices,469000.0
"Morris, NJ",HousPrices,489000.0
"Camden, NJ",HousPrices,179900.0
"Salem, NJ",HousPrices,142725.0
"Socorro, NM",HousPrices,170000.0
"Cibola, NM",HousPrices,135000.0
"Rio Arriba, NM",HousPrices,230000.0
"Grant, NM",HousPrices,199500.0
"Lea, NM",HousPrices,175000.0
"San Miguel, NM",HousPrices,210000.0
"Sierra, NM",HousPrices,163800.0
"Roosevelt, NM",HousPrices,150000.0
"San Juan, NM",HousPrices,199000.0
"McKinley, NM",HousPrices,164000.0
"Catron, NM",HousPrices,209000.0
"Bernalillo, NM",HousPrices,242000.0
"Quay, NM",HousPrices,87450.0
"Sandoval, NM",HousPrices,260000.0
"Valencia, NM",HousPrices,193900.0
"Luna, NM",HousPrices,130000.0
"Chaves, NM",HousPrices,185000.0
"Colfax, NM",HousPrices,287250.0
"Otero, NM",HousPrices,178000.0
"Santa Fe, NM",HousPrices,467000.0
"Curry, NM",HousPrices,169000.0
"Lincoln, NM",HousPrices,298750.0
"Dona Ana, NM",HousPrices,211990.0
"Taos, NM",HousPrices,349000.0
"Clark, NV",HousPrices,308000.0
"Carson City, NV",HousPrices,349925.0
"Humboldt, NV",HousPrices,219000.0
"Washoe, NV",HousPrices,429925.0
"Douglas, NV",HousPrices,565000.0
"Churchill, NV",HousPrices,284900.0
"Elko, NV",HousPrices,278780.0
"Lander, NV",HousPrices,160075.0
"Nye, NV",HousPrices,240450.0
"Lyon, NV",HousPrices,305000.0
"Albany, NY",HousPrices,249000.0
"Ontario, NY",HousPrices,240000.0
"Delaware, NY",HousPrices,165000.0
"Rensselaer, NY",HousPrices,214900.0
"Ulster, NY",HousPrices,289000.0
"Schuyler, NY",HousPrices,199900.0
"Cayuga, NY",HousPrices,159900.0
"Herkimer, NY",HousPrices,129999.5
"Schoharie, NY",HousPrices,156800.0
"Otsego, NY",HousPrices,179000.0
"Hamilton, NY",HousPrices,239000.0
"Tompkins, NY",HousPrices,249000.0
"Onondaga, NY",HousPrices,161900.0
"Erie, NY",HousPrices,179900.0
"Cattaraugus, NY",HousPrices,120500.0
"Richmond, NY",HousPrices,579000.0
"Schenectady, NY",HousPrices,185000.0
"Clinton, NY",HousPrices,165000.0
"Suffolk, NY",HousPrices,539990.0
"Warren, NY",HousPrices,269900.0
"Genesee, NY",HousPrices,144900.0
"Oswego, NY",HousPrices,122000.0
"Rockland, NY",HousPrices,489000.0
"Broome, NY",HousPrices,129500.0
"New York, NY",HousPrices,1495000.0
"Westchester, NY",HousPrices,649949.5
"Wyoming, NY",HousPrices,124900.0
"Dutchess, NY",HousPrices,339000.0
"Oneida, NY",HousPrices,139900.0
"Tioga, NY",HousPrices,144250.0
"Franklin, NY",HousPrices,148450.0
"Queens, NY",HousPrices,589000.0
"Chenango, NY",HousPrices,129900.0
