Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Number of Completed Surveys,Start Date,End Date,Location,Nurse Communication,Doctor Communication,Staff Responsiveness,Communication About Medicines,Discharge Information,Care Transition,Cleanliness,Quietness,Overall Hospital Rating,Recommend Hospital,Payment for heart attack patients,Payment for heart failure patients,Payment for pneumonia patients,Payment for hip/knee replacement patients,Value of care for heart attack patients,Value of care for heart failure patients,Value of care for pneumonia patients,Value of care for hip/knee replacement patients
460054.0,Cache Valley  Hospital,2380 NORTH 400 EAST,North Logan,UT,84341,Cache,(435) 713-9580,121,01/01/2018,12/31/2018,"2380 NORTH 400 EAST NORTH LOGAN, UT 84341 (41.775714, -111.823092)",92.0,93.0,88.0,85.0,89.0,84.0,91.0,91.0,90.0,90.0,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Complications and Average Payment
460057.0,Park City Hospital,900 ROUND VALLEY DRIVE,Park City,UT,84060,Summit,(435) 658-6700,529,01/01/2018,12/31/2018,"900 ROUND VALLEY DRIVE PARK CITY, UT 84060 (40.687697, -111.468952)",93.0,94.0,87.0,83.0,90.0,83.0,88.0,90.0,92.0,93.0,Not Available,Number of Cases Too Small,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Lower Payment,Average Complications and Average Payment
460058.0,Riverton Hospital,3741 WEST 12600 SOUTH,Riverton,UT,84065,Salt Lake,(801) 285-4000,838,01/01/2018,12/31/2018,"3741 WEST 12600 SOUTH RIVERTON, UT 84065 (40.522238, -111.979725)",92.0,93.0,85.0,79.0,89.0,83.0,85.0,83.0,91.0,92.0,Not Available,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
460060.0,Lone Peak Hospital,11925 SOUTH STATE STREET,Draper,UT,84020,Salt Lake,(801) 545-8000,290,01/01/2018,12/31/2018,"11925 SOUTH STATE STREET DRAPER, UT 84020 (40.535238, -111.891464)",93.0,94.0,89.0,83.0,89.0,86.0,93.0,86.0,92.0,94.0,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Complications and Average Payment
460061.0,Layton Hospital,201 WEST LAYTON PARKWAY,Layton,UT,84041,Davis,(801) 543-6703,Not Available,01/01/2018,12/31/2018,"201 WEST LAYTON PARKWAY LAYTON, UT 84041 (41.054447, -111.96761)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
461300.0,Delta Community Hospital,126 SOUTH WHITE SAGE AVENUE,Delta,UT,84624,Millard,(435) 864-5591,52,01/01/2018,12/31/2018,"126 SOUTH WHITE SAGE AVENUE DELTA, UT 84624 (39.350294, -112.560023)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
461301.0,Fillmore Community Hospital,674 SOUTH HIGHWAY 99,Fillmore,UT,84631,Millard,(435) 743-5591,32,01/01/2018,12/31/2018,"674 SOUTH HIGHWAY 99 FILLMORE, UT 84631 (38.954161, -112.339455)",,,,,,,,,,,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
461302.0,Moab Regional Hospital,450 WEST WILLIAMS WAY,Moab,UT,84532,Grand,(435) 719-3500,31,01/01/2018,12/31/2018,"450 WEST WILLIAMS WAY MOAB, UT 84532 (38.5743, -109.560003)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Not Available,Average Mortality and Average Payment,Not Available
461303.0,Sanpete Valley Hospital - Cah,1100 SOUTH MEDICAL DRIVE,Mount Pleasant,UT,84647,Sanpete,(435) 462-4123,78,01/01/2018,12/31/2018,"1100 SOUTH MEDICAL DRIVE MOUNT PLEASANT, UT 84647 (39.531803, -111.461194)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
461304.0,Central Valley Medical Center - Cah,48 WEST 1500 NORTH,Nephi,UT,84648,Juab,(435) 623-3000,124,01/01/2018,12/31/2018,"48 WEST 1500 NORTH NEPHI, UT 84648 (39.730587, -111.837215)",93.0,95.0,93.0,78.0,90.0,85.0,90.0,84.0,92.0,93.0,Not Available,No Different Than the National Average Payment,Less Than the National Average Payment,Greater Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Higher Payment
461305.0,Milford Valley Memorial Hospital,850 NORTH MAIN STREET,Milford,UT,84751,Beaver,(435) 387-2411,Not Available,01/01/2018,12/31/2018,"850 NORTH MAIN STREET MILFORD, UT 84751 (38.407308, -113.009543)",,,,,,,,,,,Not Available,Not Available,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
461306.0,Gunnison Valley Hospital,64 EAST 100 NORTH,Gunnison,UT,84634,Sanpete,(435) 528-7246,174,01/01/2018,12/31/2018,"64 EAST 100 NORTH GUNNISON, UT 84634 (39.156661, -111.817014)",94.0,96.0,93.0,83.0,90.0,85.0,95.0,86.0,93.0,93.0,Number of Cases Too Small,Number of Cases Too Small,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Lower Payment,Average Complications and Average Payment
461307.0,Heber Valley Hospital,1485 SOUTH HIGHWAY 40,Heber City,UT,84032,Wasatch,(435) 654-2500,129,01/01/2018,12/31/2018,"1485 SOUTH HIGHWAY 40 HEBER CITY, UT 84032 (40.489047, -111.409218)",94.0,94.0,91.0,81.0,93.0,85.0,91.0,90.0,92.0,91.0,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Complications and Average Payment
461308.0,San Juan Hospital,380 WEST 100 NORTH,Monticello,UT,84535,San Juan,(435) 587-2116,54,01/01/2018,12/31/2018,"380 WEST 100 NORTH MONTICELLO, UT 84535 (37.873875, -109.350062)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Complications and Average Payment
461309.0,Kane County Hospital,355 NORTH MAIN STREET,Kanab,UT,84741,Kane,(435) 644-5811,Not Available,01/01/2018,12/31/2018,"355 NORTH MAIN STREET KANAB, UT 84741 (37.054324, -112.52859)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
461310.0,Blue Mountain Hospital,802 SOUTH 200 WEST,Blanding,UT,84511,San Juan,(435) 678-3993,Not Available,01/01/2018,12/31/2018,"802 SOUTH 200 WEST BLANDING, UT 84511 (37.614449, -109.481544)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
461333.0,Garfield Memorial Hospital,200 NORTH 400 EAST,Panguitch,UT,84759,Garfield,(435) 676-8811,52,01/01/2018,12/31/2018,"200 NORTH 400 EAST PANGUITCH, UT 84759 (37.828772, -112.435476)",,,,,,,,,,,Not Available,Number of Cases Too Small,Less Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Lower Payment,Not Available
461335.0,Beaver Valley Hospital,1109 NORTH 100 WEST,Beaver,UT,84713,Beaver,(435) 438-7100,50,01/01/2018,12/31/2018,"1109 NORTH 100 WEST BEAVER, UT 84713 (38.289258, -112.643204)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
463301.0,Primary Childrens Hospital,100 NORTH MARIO CAPECCHI DRIVE,Salt Lake City,UT,84113,Salt Lake,(801) 662-6212,Not Available,01/01/2018,12/31/2018,"100 NORTH MARIO CAPECCHI DRIVE SALT LAKE CITY, UT 84113 (40.771331, -111.840344)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
463302.0,Shriners Hospitals For Children - Salt Lake City,1275 EAST FAIRFAX ROAD,Salt Lake City,UT,84103,Salt Lake,(801) 536-3500,Not Available,01/01/2018,12/31/2018,"1275 EAST FAIRFAX ROAD SALT LAKE CITY, UT 84103 (40.776764, -111.851117)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
470001.0,Central Vermont Medical Center,BOX 547,Barre,VT,5641,Washington,(802) 371-4100,641,01/01/2018,12/31/2018,"BOX 547 BARRE, VT 05641",95.0,94.0,88.0,83.0,90.0,84.0,94.0,77.0,90.0,90.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
470003.0,University Of Vermont Medical Center,111 COLCHESTER AVE,Burlington,VT,5401,Chittenden,(802) 847-0000,3725,01/01/2018,12/31/2018,"111 COLCHESTER AVE BURLINGTON, VT 05401 (44.480991, -73.195518)",93.0,91.0,87.0,78.0,90.0,82.0,85.0,73.0,88.0,90.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Better Mortality and Lower Payment,Average Complications and Average Payment
470005.0,Rutland Regional Medical Center,160 ALLEN ST,Rutland,VT,5701,Rutland,(802) 775-7111,997,01/01/2018,12/31/2018,"160 ALLEN ST RUTLAND, VT 05701 (43.599188, -72.956195)",93.0,92.0,88.0,82.0,91.0,84.0,88.0,79.0,89.0,88.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
470011.0,Brattleboro Memorial Hospital,17 BELMONT AVE,Brattleboro,VT,5301,Windham,(802) 257-0341,357,01/01/2018,12/31/2018,"17 BELMONT AVE BRATTLEBORO, VT 05301 (42.84207, -72.564643)",90.0,91.0,86.0,79.0,88.0,79.0,89.0,80.0,85.0,85.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
470012.0,Southwestern Vermont Medical Center,100 HOSPITAL DRIVE,Bennington,VT,5201,Bennington,(802) 442-6361,402,01/01/2018,12/31/2018,"100 HOSPITAL DRIVE BENNINGTON, VT 05201 (42.873911, -73.204343)",93.0,93.0,88.0,81.0,90.0,83.0,89.0,76.0,90.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
470024.0,Northwestern Medical Center Inc,133 FAIRFIELD STREET,Saint Albans,VT,5478,Franklin,(802) 524-5911,339,01/01/2018,12/31/2018,"133 FAIRFIELD STREET SAINT ALBANS, VT 05478 (44.806463, -73.072549)",92.0,92.0,86.0,81.0,90.0,82.0,87.0,86.0,89.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
471300.0,Grace Cottage Hospital,PO BOX 216,Townshend,VT,5353,Windham,(802) 365-7920,Not Available,01/01/2018,12/31/2018,"PO BOX 216 TOWNSHEND, VT 05353",,,,,,,,,,,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
471301.0,Gifford Medical Center,44 SOUTH MAIN STREET,Randolph,VT,5060,Orange,(802) 728-4441,273,01/01/2018,12/31/2018,"44 SOUTH MAIN STREET RANDOLPH, VT 05060 (43.917547, -72.666255)",92.0,93.0,89.0,80.0,89.0,81.0,89.0,85.0,90.0,87.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
471302.0,Mt Ascutney Hospital,289 COUNTY ROAD,Windsor,VT,5089,Windsor,(802) 674-6711,93,01/01/2018,12/31/2018,"289 COUNTY ROAD WINDSOR, VT 05089 (43.487522, -72.40091)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
471303.0,Northeastern Vermont Regional Hospital,1315 HOSPITAL DRIVE,Saint Johnsbury,VT,5819,Caledonia,(802) 748-7400,271,01/01/2018,12/31/2018,"1315 HOSPITAL DRIVE SAINT JOHNSBURY, VT 05819 (44.445262, -72.009516)",93.0,93.0,87.0,85.0,90.0,83.0,93.0,82.0,88.0,85.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
471304.0,North Country Hospital And Health Center,189 PROUTY DRIVE,Newport,VT,5855,Orleans,(802) 334-7331,244,01/01/2018,12/31/2018,"189 PROUTY DRIVE NEWPORT, VT 05855 (44.954614, -72.200339)",94.0,95.0,91.0,81.0,89.0,83.0,91.0,82.0,90.0,89.0,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Not Available
471305.0,Copley Hospital,528 WASHINGTON HIGHWAY,Morrisville,VT,5661,Lamoille,(802) 888-4231,622,01/01/2018,12/31/2018,"528 WASHINGTON HIGHWAY MORRISVILLE, VT 05661 (44.554186, -72.591214)",94.0,94.0,89.0,83.0,90.0,86.0,92.0,85.0,92.0,93.0,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
471306.0,Springfield Hospital,PO BOX 2003,Springfield,VT,5156,Windsor,(802) 885-2151,227,01/01/2018,12/31/2018,"PO BOX 2003 SPRINGFIELD, VT 05156",89.0,91.0,84.0,81.0,89.0,81.0,87.0,78.0,85.0,84.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
471307.0,"Porter Hospital, Inc",115 PORTER DRIVE,Middlebury,VT,5753,Addison,(802) 388-4701,340,01/01/2018,12/31/2018,"115 PORTER DRIVE MIDDLEBURY, VT 05753 (43.99947, -73.169803)",93.0,93.0,88.0,82.0,90.0,83.0,90.0,81.0,90.0,90.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
480001.0,"Roy Lester Schneider Hospital,The",9048 SUGAR ESTATE,St Thomas,VI,801,Saint Thomas Island,(809) 776-8311,427,01/01/2018,12/31/2018,"9048 SUGAR ESTATE ST THOMAS, VI 00801",88.0,90.0,80.0,77.0,75.0,75.0,84.0,75.0,81.0,79.0,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Not Available
480002.0,Gov Juan F Luis Hospital & Medical Ctr,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",St Croix,VI,820,Saint Croix Island,(340) 778-6311,Not Available,01/01/2018,12/31/2018,"#4007 EST DIAMOND RUBY, CHRISTIANSTED ST CROIX, VI 00820",,,,,,,,,,,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
